风险等级,金融信息关注程度a4002a,风险和汇报组合选择a4003,股票和基金风险更大a4007,银行储蓄卡数量d1103,活期存款余额d1105,定期存款总额d2104_imp,是否持有基金d5102,是否拥有银行理财产品d7102,去年平均每月伙食费g1001,伙食费中在外就餐花费g1002,去年平均每月购买日常用品支出g1006,去年平均每月本地交通支出g1008_imp,去年每月通信费支出g1009_imp,去年平均每月文化娱乐支出g1010_imp,去年购买衣物支出g1011_imp,去年旅游总支出g1018_imp,去年平均每月水/电/燃料费/物业g1005,asset,total_income_imp,金融信息/银行储蓄卡,金融信息/伙食费,风险汇报选择/旅游
2,3,4,1,2,50000,50000,1,2,1700,500,500,300.0000305,300.0000305,15,500.0000305,1000.000061,400,883300,92660,1.499925004,1.764704844,0.003999999
0,5,5,5,2,1100,10000,,2,1200,0,20,0,17,0,199.9999542,0,,220762.5,24906,2.499875006,4.166663194,50000
0,5,5,5,2,0,20000,,2,1000,0,100,0,99.99999237,0,0,0,200,762838.25,3300,2.499875006,4.999995,50000
0,5,5,1,,,50000,2,2,2000,0,100,59.99998856,199.9999542,0,1499.999756,0,260,197585.9844,100445,50000,2.49999875,50000
0,4,4,5,1,2000,5000,,2,1500,200,300,1999.999878,300.0000305,91,1999.999878,0,400,436000,212688,3.99960004,2.666664889,40000
0,5,5,1,1,30000,50000,2,2,800,0,30,0,149.9999695,0,1000.000061,0,50,300300,43500,4.99950005,6.249992188,50000
0,5,2,1,3,40000,40000,2,2,2000,1000,100,0,20.00000191,50,2399.999512,0,250,270604.0625,7500,1.666611113,2.49999875,20000
0,4,5,2,0,0,40000,2,2,1500,0,50,18,99.99999237,75,4000.001953,0,150,174800,46720,40000,2.666664889,50000
0,3,4,,1,2000,10000,2,2,1000,0,30,59.99998856,140.0000153,90,800.0001221,0,100,642500,54522,2.99970003,2.999997,40000
2,5,1,1,3,1150,25000,2,1,1200,0,45,24.99999809,29.99999809,120.0000153,5599.998047,0,120,886901,51150,1.666611113,4.166663194,10000
0,4,5,4,0,0,20000,,2,800,0,,300.0000305,149.9999695,0,2999.999023,0,100,216300,11820,40000,4.99999375,50000
0,5,5,5,0,25000,90000,,2,300,0,3,10.00000095,8,0,99.99999237,0,50,159800,10730,50000,16.66661111,50000
0,3,4,,3,2000,10000,2,2,200,0,100,45,59.99998856,0,1000.000061,0,600,474481.3438,69180,0.999966668,14.999925,40000
0,5,4,1,3,,300000,2,2,1300,0,50,120.0000153,99.99999237,20.00000191,1999.999878,0,70,508508,35476,1.666611113,3.846150888,40000
0,5,5,5,1,30000,20000,,2,200,0,10,0,29.99999809,29.99999809,749.999939,0,120,116450,12670,4.99950005,24.999875,50000
0,5,5,1,2,15000,20000,2,2,600,0,100,8,20.00000191,17,300.0000305,0,60,259050,16928,2.499875006,8.333319444,50000
0,2,5,1,2,6000,60000,2,2,800,50,60,99.99999237,250.0000305,0,2999.999023,399.9999695,100,152443.9688,62363,0.999950002,2.499996875,0.012499998
0,4,5,1,2,210000,180000,2,2,1500,0,50,199.9999542,40,47.99999619,1000.000061,0,150,585000,53400,1.999900005,2.666664889,50000
1,3,4,1,5,500000,1500000,2,1,3000,2000,100,2499.999512,199.9999542,107.0000076,8000.000488,10000.00293,300,5137500,445000,0.599988,0.999999667,0.0004
0,4,3,5,,,60000,2,2,1000,500,20,4.837067127,50,0,199.9999542,0,20,184000,16800,40000,3.999996,30000
1,3,5,1,5,20000,360000,2,2,3000,0,0,59.99998856,220.0000305,120.0000153,2999.999023,1000.000061,150,961300,164481,0.599988,0.999999667,0.004999999
0,5,5,4,,,20000,2,2,180,0,40,99.99999237,99.99999237,50,1000.000061,0,150,191659.6875,23969,50000,27.77762346,50000
0,5,6,5,,,10000,2,2,333,0,30,0,0,0,500.0000305,0,20,610700,10553,50000,15.01496993,60000
0,3,5,1,1,15000,10000,2,2,500,0,200,99.99999237,199.9999542,0,1000.000061,0,120,463281.375,70152,2.99970003,5.999988,50000
0,5,4,5,2,0,5000,,2,200,0,30,20.00000191,0,0,199.9999542,0,50,83250,10032,2.499875006,24.999875,40000
0,4,5,1,,,20000,2,2,400,0,100,99.99999237,399.9999695,26.00000191,4500.000488,0,250,342920,60960,40000,9.999975,50000
0,5,2,1,1,5000,30000,2,2,400,0,60,99.99999237,99.99999237,0,1999.999878,1200.000122,120,66802.13281,492189,4.99950005,12.49996875,0.001666666
0,5,4,1,0,2000,30000,2,2,600,300,15,50,99.99999237,0,2999.999023,0,60,215025,42558,50000,8.333319444,40000
0,4,5,5,6,100000,100000,2,2,417,50,50,159.9999695,50,0,1999.999878,3799.998535,78,274602.9063,112850,0.666655556,9.592303136,0.00131579
0,5,3,5,2,,2000,2,2,500,0,20,50,229.9999847,0,1000.000061,0,40,70160,69210,2.499875006,9.99998,30000
0,1,5,1,2,10000,10000,2,2,2817,800,100,149.9999695,199.9999542,42.00000381,2999.999023,1200.000122,200,96000,74682,0.499975001,0.354987449,0.004166666
0,5,3,5,2,100000,60000,,2,2000,200,200,250.0000305,220.0000305,110.0000153,2999.999023,0,150,561950,247418,2.499875006,2.49999875,30000
0,1,5,2,4,6000,100000,2,2,1800,1000,500,50,399.9999695,59.99998856,4999.999512,4999.999512,600,608797.5,137360,0.24999375,0.555555247,0.001
0,4,5,5,2,30000,20000,2,2,600,0,100,99.99999237,99.99999237,0,500.0000305,0,45,102250,14398,1.999900005,6.666655556,50000
0,5,5,5,0,5000,20000,2,2,334,0,50,50,40,0,500.0000305,0,30,65000,14968,50000,14.97001506,50000
4,3,3,1,1,10000,10000,2,2,3500,1000,1000,300.0000305,199.9999542,199.9999542,29999.99219,4999.999512,800,1189246,245500,2.99970003,0.857142612,0.0006
0,4,3,1,2,20000,10000,2,2,3000,1000,300,1499.999756,300.0000305,199.9999542,10000.00293,5500,500,3715460,156200,1.999900005,1.333332889,0.000545455
0,3,5,1,2,1000,50000,2,2,2000,400,200,1000.000061,300.0000305,50,1000.000061,0,500,1632000,58000,1.499925004,1.49999925,50000
0,4,4,1,5,10000,30000,2,2,3000,800,200,199.9999542,199.9999542,99.99999237,1999.999878,4999.999512,500,791322.5,133900,0.799984,1.333332889,0.0008
0,5,5,5,2,10000,5000,,2,1500,500,80,0,99.99999237,29.99999809,199.9999542,1999.999878,300,917383.0625,84000,2.499875006,3.333331111,0.0025
0,4,5,2,2,10000,100000,2,2,4000,1000,500,500.0000305,500.0000305,0,1999.999878,1999.999878,1000,216216.6406,200021,1.999900005,0.99999975,0.0025
2,3,2,1,3,,200000,2,1,3000,0,1000,300.0000305,399.9999695,300.0000305,1999.999878,4999.999512,600,5505509,148000,0.999966668,0.999999667,0.0004
4,3,3,1,8,100000,70000,2,2,3000,300,500,500.0000305,399.9999695,250.0000305,4000.001953,9000.000977,500,4528800,356100,0.374995313,0.999999667,0.000333333
0,5,5,1,3,50000,70000,2,2,5500,1000,100,50,500.0000305,0,1999.999878,2999.999023,500,951000,125411,1.666611113,0.909090744,0.001666667
0,3,4,1,1,,10000,2,2,2500,0,50,50,199.9999542,0,4999.999512,0,80,346469.2813,46350,2.99970003,1.19999952,40000
3,3,4,2,10,0,50000,2,1,3000,1000,100,199.9999542,199.9999542,199.9999542,1000.000061,2999.999023,400,315171.625,136400,0.299997,0.999999667,0.001333334
3,2,4,1,3,500000,300000,2,2,6000,1000,200,300.0000305,300.0000305,199.9999542,1999.999878,2499.999512,500,4521412.5,63900,0.666644445,0.333333278,0.0016
0,4,5,1,3,,60000,2,2,,100,,199.9999542,199.9999542,99.99999237,500.0000305,0,200,1727354.75,55252,1.33328889,4000000,50000
0,4,4,1,3,1000,90000,2,2,2000,650,200,1000.000061,450,152.9999847,1000.000061,5759.997559,357,2166012.25,55186,1.33328889,1.999999,0.000694445
4,4,3,1,8,100000,50000,2,2,3000,1000,500,199.9999542,0,0,1999.999878,2999.999023,0,12052162,100020,0.49999375,1.333332889,0.001
3,3,3,1,3,50000,100000,1,2,3000,1500,300,549.999939,300.0000305,159.9999695,10000.00293,0,2000,1746851.25,473029,0.999966668,0.999999667,30000
3,3,5,1,5,50000,50000,2,2,3000,1000,200,399.9999695,300.0000305,75,2499.999512,10000.00293,500,2761682,69400,0.599988,0.999999667,0.0005
0,4,5,1,2,10000,100000,2,2,2000,200,200,0,50,39,2999.999023,0,400,1967866.375,72500,1.999900005,1.999999,50000
0,4,5,1,3,35000,500000,2,2,3000,0,200,50,500.0000305,75.99999237,1000.000061,0,500,1852925,110662,1.33328889,1.333332889,50000
2,3,5,1,3,80000,20000,2,2,3750,1000,1000,1000.000061,99.99999237,199.9999542,4999.999512,5999.999512,430,1860880,82100,0.999966668,0.799999787,0.000833333
0,3,5,1,2,,200000,2,2,4000,0,150,0,99.99999237,126.0000229,399.9999695,0,250,3877965.25,144000,1.499925004,0.749999813,50000
0,4,5,1,2,500000,500000,2,2,2000,500,50,20.00000191,149.9999695,186.0000153,0,500.0000305,200,2248059.5,124800,1.999900005,1.999999,0.009999997
2,2,3,1,3,300000,200000,1,1,1500,300,200,300.0000305,99.99999237,500.0000305,2999.999023,10000.00293,1000,5073000,272000,0.666644445,1.333332444,0.0003
1,4,5,1,3,100000,50000,2,1,1000,500,150,149.9999695,350.000061,37,1999.999878,1999.999878,130,184600,50900,1.33328889,3.999996,0.0025
0,4,5,1,3,200000,50000,2,2,3500,500,100,70.00001526,300.0000305,277.0000305,4999.999512,4500.000488,250,3434670,154000,1.33328889,1.142856816,0.001111111
0,4,6,,5,10000,200000,2,2,2500,400,100,300.0000305,300.0000305,77.00001526,2141.354248,4999.999512,300,770666,82400,0.799984,1.59999936,0.0012
4,3,1,1,1,25000,50000,2,2,5000,2000,300,300.0000305,80.00000763,99.99999237,2999.999023,4999.999512,500,1264500,101800,2.99970003,0.59999988,0.0002
1,4,3,1,3,100000,100000,2,2,3000,0,300,0,399.9999695,4999.999512,2999.999023,0,1000,608195.375,40300,1.33328889,1.333332889,30000
0,1,5,,2,12500,25000,2,2,3000,600,250,199.9999542,199.9999542,56,1499.999756,599.999939,1000,638650,64270,0.499975001,0.333333222,0.008333333
0,3,4,,,,2000,2,2,4000,2000,250,199.9999542,10.00000095,99.99999237,300.0000305,0,300,419487.5,47911,30000,0.749999813,40000
2,1,2,1,12,5000,200000,1,1,3000,1750,200,2749.999756,399.9999695,649.9998779,7499.999023,29999.99219,600,3972395.25,448172,0.083332639,0.333333222,6.67E-05
1,3,4,1,3,5500,200000,1,2,2000,400,100,50,99.99999237,179.9999542,1000.000061,4999.999512,400,878700,45800,0.999966668,1.49999925,0.0008
4,1,3,1,6,350000,100000,2,2,8000,3000,1500,2499.999512,599.999939,399.9999695,17499.99219,20000.00391,600,5018800,420500,0.166663889,0.124999984,0.00015
1,4,3,1,3,,30000,2,2,2000,600,,329.2278137,300.0000305,117.7430344,8000.000488,0,,942500,130500,1.33328889,1.999999,30000
3,2,4,1,4,500000,50000,1,1,3500,500,200,500.0000305,99.99999237,99.99999237,10000.00293,1000.000061,450,1112000,125120,0.4999875,0.571428408,0.003999999
4,3,4,1,5,300000,100000,1,1,4000,2000,500,4000.001953,700,149.9999695,5999.999512,39999.99609,1000,8270000,876994,0.599988,0.749999813,0.0001
0,2,2,2,1,100,500000,2,2,5000,4000,1000,2999.999023,500.0000305,500.0000305,29999.99219,,500,6840100,815000,1.99980002,0.39999992,20000
3,3,4,,4,6000,30000,2,1,1500,300,0,0,0,29.00000191,500.0000305,0,4000,1454100,52560,0.74998125,1.999998667,40000
2,3,4,1,2,50000,50000,1,2,3000,1000,3000,1000.000061,300.0000305,300.0000305,4000.001953,39999.99609,1000,1730620.125,162700,1.499925004,0.999999667,0.0001
0,3,3,1,6,40000,350000,2,2,3000,1500,300,1999.999878,130.0000153,300.0000305,10000.00293,10000.00293,160,5486786,510500,0.499991667,0.999999667,0.0003
2,3,4,1,12,37500,150000,2,1,1800,550,100,700,250.0000305,149.9999695,1499.999756,2999.999023,350,3647067.75,128600,0.249997917,1.666665741,0.001333334
2,4,4,1,2,60000,200000,1,1,8000,1200,600,1699.999878,199.9999542,399.9999695,399.9999695,50000.00781,500,12719245,355000,1.999900005,0.499999938,8.00E-05
0,2,3,1,7,100000,50000,2,2,5000,2500,500,2999.999023,399.9999695,1999.999878,20000.00391,50000.00781,500,4465429,392243,0.285710204,0.39999992,6.00E-05
0,5,4,1,,,1500,2,2,2000,550,50,0,300.0000305,90,1325.069824,2999.999023,310,145633.8281,77650,50000,2.49999875,0.001333334
0,5,4,5,4,,400000,,2,3000,1000,,59.99998856,300.0000305,80.00000763,1499.999756,0,100,1746464.125,176400,1.249968751,1.666666111,40000
0,5,4,1,,,1000,2,2,2000,0,1000,0,99.99999237,0,500.0000305,0,350,216139.8438,2643,50000,2.49999875,40000
0,3,3,1,5,500000,300000,2,1,5000,250,150,500.0000305,399.9999695,99.99999237,24999.99414,4999.999512,700,2945554.75,310000,0.599988,0.59999988,0.0006
0,1,5,2,2,0,30000,2,2,2500,300,35,0,50,24.99999809,0,10000.00293,200,142527.0313,51004,0.499975001,0.39999984,0.0005
0,3,2,1,2,100000,100000,2,2,5000,2000,2000,1999.999878,1000.000061,199.9999542,50000.00781,4999.999512,2000,8650000,1253010,1.499925004,0.59999988,0.0004
0,5,3,1,,50000,50000,2,2,3500,1400,2000,577.5062256,399.9999695,800.0001221,4999.999512,4000.001953,730,3240000,102675,50000,1.42857102,0.00075
0,3,3,1,5,10000,10000,2,2,10000,10000,1000,1999.999878,4999.999512,1000.000061,11999.99707,0,834,7830715,82000,0.599988,0.29999997,30000
0,3,5,,,,55000,2,2,5000,,,350.000061,29.99999809,67,1125.297485,0,400,599357.125,87355,30000,0.59999988,50000
2,3,4,1,1,30000,200000,2,2,2000,550,300,210,99.99999237,90,7499.999023,0,700,1014427.813,73553,2.99970003,1.49999925,40000
1,5,5,,5,100000,600000,2,2,5000,2000,300,0,179.9999542,120.0000153,413.1435547,10000.00293,500,3343600,138000,0.99998,0.9999998,0.0005
2,2,2,1,8,200000,350000,2,1,5000,800,200,1999.999878,399.9999695,130.0000153,3499.999512,3499.999512,320,7597727.5,755150,0.249996875,0.39999992,0.000571429
0,4,5,1,3,6000,20000,2,2,2000,500,0,50,199.9999542,199.9999542,1999.999878,1000.000061,400,1727452,134400,1.33328889,1.999999,0.004999999
1,3,3,1,4,12500,10000,2,2,1500,1000,300,99.99999237,29.99999809,199.9999542,1000.000061,0,1000,1595900,157200,0.74998125,1.999998667,30000
0,3,3,1,1,5000,30000,2,2,3000,300,200,50,99.99999237,50,1000.000061,500.0000305,400,876700,72400,2.99970003,0.999999667,0.005999998
0,3,5,1,7,20000,50000,2,2,7000,1000,200,99.99999237,500.0000305,56,3499.999512,4999.999512,200,750510,2811,0.428565306,0.428571367,0.001
0,3,5,5,2,20000,100000,,2,1000,0,100,99.99999237,58.00000381,26.00000191,800.0001221,1999.999878,150,131150.7188,35000,1.499925004,2.999997,0.0025
0,3,4,,2,10000,10000,2,2,3000,550,200,300.0000305,149.9999695,99.99999237,2999.999023,1000.000061,300,567650,28700,1.499925004,0.999999667,0.003999999
4,3,5,1,1,5000,20000,2,1,4500,2000,350,399.9999695,300.0000305,500.0000305,2999.999023,2999.999023,200,560210,128550,2.99970003,0.666666519,0.001666667
0,3,3,1,4,30000,80000,2,2,4000,1000,400,199.9999542,250.0000305,140.0000153,10000.00293,0,1350,1661958.75,112200,0.74998125,0.749999813,30000
0,3,3,1,1,1000,10000,2,2,2000,0,100,199.9999542,199.9999542,99.99999237,1999.999878,0,1000,5142624,152400,2.99970003,1.49999925,30000
0,5,4,1,1,,10000,2,2,2500,300,100,300.0000305,300.0000305,70.00001526,1999.999878,0,400,945369.125,85600,4.99950005,1.9999992,40000
0,3,5,5,1,5000,50000,,2,2200,200,100,300.0000305,99.99999237,250.0000305,1000.000061,0,300,459500,49800,2.99970003,1.363635744,50000
4,3,1,1,8,,4500,2,2,2000,500,70,20.00000191,149.9999695,70.00001526,1999.999878,4000.001953,300,551480.1875,69190,0.374995313,1.49999925,0.00025
0,5,5,1,1,4000,20000,2,2,3000,200,50,300.0000305,199.9999542,75,2999.999023,2999.999023,100,368808.75,49600,4.99950005,1.666666111,0.001666667
0,5,5,1,2,1000,20000,2,2,1500,0,500,199.9999542,199.9999542,20.00000191,1000.000061,0,150,2176095.5,42121,2.499875006,3.333331111,50000
4,3,4,1,3,200000,50000,2,2,3000,100,50,500.0000305,99.99999237,84,4000.001953,2999.999023,400,1013542.188,18000,0.999966668,0.999999667,0.001333334
0,4,4,5,0,6000,10000,,2,700,0,300,199.9999542,1999.999878,59.99998856,300.0000305,0,500,532400,48272,40000,5.714277551,40000
0,4,3,1,3,500,10000,2,2,2000,0,50,300.0000305,300.0000305,40,2408.498047,1000.000061,150,939180,73400,1.33328889,1.999999,0.003
0,5,6,4,1,0,15000,,2,2500,500,100,350.000061,149.9999695,35,1499.999756,0,150,213259.5313,131350,4.99950005,1.9999992,60000
0,3,5,1,3,50000,440000,2,2,1000,500,50,50,80.00000763,80.00000763,2999.999023,199.9999542,200,532000,117000,0.999966668,2.999997,0.024999993
4,3,3,1,2,5000,50000,2,2,3000,900,60,50,179.9999542,199.9999542,1999.999878,23000,800,2056000,92700,1.499925004,0.999999667,0.000130435
3,2,4,1,6,50000,10000,2,2,3000,500,100,99.99999237,199.9999542,199.9999542,4000.001953,1999.999878,400,1067707.375,171500,0.333327778,0.666666444,0.002
0,4,5,1,2,30000,100000,2,2,3000,700,100,649.9998779,99.99999237,149.9999695,4999.999512,0,700,1938100,40000,1.999900005,1.333332889,50000
2,3,3,1,2,60000,700000,1,2,7000,3500,5000,1999.999878,10000.00293,500.0000305,15000.00391,0,500,4780000,271000,1.499925004,0.428571367,30000
4,1,2,1,5,320000,100000,2,1,7000,,,1000.000061,399.9999695,199.9999542,2352.615967,0,900,8308067.5,234015,0.199996,0.142857122,20000
4,3,2,1,1,1000,10000,2,2,6000,2500,100,1000.000061,1000.000061,99.99999237,10000.00293,0,650,1149000,58050,2.99970003,0.499999917,20000
3,3,3,1,3,10000,100000,1,1,3000,1000,300,1999.999878,500.0000305,199.9999542,1000.000061,4999.999512,500,2424000,290000,0.999966668,0.999999667,0.0006
0,5,5,1,2,100000,6000,2,2,3000,100,200,1999.999878,99.99999237,149.9999695,10000.00293,1000.000061,400,3298000,19050,2.499875006,1.666666111,0.004999999
3,3,3,1,2,50000,50000,2,2,2000,500,100,99.99999237,99.99999237,99.99999237,2999.999023,0,500,961011.0625,101560,1.499925004,1.49999925,30000
0,4,3,1,2,10000,100000,2,2,1200,500,280,0,130.0000153,0,1999.999878,0,400,123858.7813,31000,1.999900005,3.333330556,30000
3,2,3,1,2,5000,20000,1,2,4000,2000,200,500.0000305,199.9999542,199.9999542,1000.000061,1000.000061,300,8226000,1800,0.999950002,0.499999875,0.003
4,1,3,1,5,,100000,1,2,10000,2000,200,1999.999878,199.9999542,500.0000305,1917.577881,10000.00293,1000,5895600,193677,0.199996,0.09999999,0.0003
2,3,2,1,2,100000,50000,2,2,1000,200,500,50,199.9999542,199.9999542,4999.999512,4999.999512,250,965000,1500,1.499925004,2.999997,0.0004
1,3,4,1,3,50000,100000,2,1,400,400,300,199.9999542,99.99999237,0,800.0001221,0,0,385000,39600,0.999966668,7.49998125,40000
0,5,5,5,3,,100000,2,2,2500,1000,,44.23650742,199.9999542,141.4271698,5008.410156,1000.000061,600,5244128.5,129322,1.666611113,1.9999992,0.004999999
0,3,5,2,6,5000,200000,2,2,2500,1000,100,99.99999237,99.99999237,149.9999695,4999.999512,10000.00293,500,581795.25,141400,0.499991667,1.19999952,0.0005
3,3,3,1,5,200000,100000,2,2,3000,500,500,500.0000305,199.9999542,199.9999542,4999.999512,2999.999023,700,2707902,385525,0.599988,0.999999667,0.001
3,4,3,1,2,200000,20000,2,1,3500,1500,200,1499.999756,500.0000305,300.0000305,20000.00391,15000.00391,1000,8187464.5,21100,1.999900005,1.142856816,0.0002
0,4,4,1,5,,60000,2,2,3000,2000,1000,1999.999878,99.99999237,500.0000305,4999.999512,29999.99219,400,191500,-4000,0.799984,1.333332889,0.000133333
0,3,6,1,0,5000,600000,2,2,,,,0,199.9999542,500.0000305,0,0,500,2610349.5,76000,30000,3000000,60000
3,3,4,1,3,8000,150000,2,1,3000,1000,100,1999.999878,99.99999237,199.9999542,4999.999512,15000.00391,500,3515679.5,132400,0.999966668,0.999999667,0.000266667
0,5,5,5,2,6000,60000,,2,6000,2000,200,90,399.9999695,350.000061,1499.999756,0,1000,171999.9844,96000,2.499875006,0.833333194,50000
3,2,2,1,8,200000,500000,1,2,6000,3000,300,1000.000061,500.0000305,199.9999542,10000.00293,2499.999512,850,10865050,145500,0.249996875,0.333333278,0.0008
0,3,4,2,4,300000,80000,2,2,5000,2000,500,1999.999878,199.9999542,300.0000305,5999.999512,15000.00391,300,6766500,204000,0.74998125,0.59999988,0.000266667
0,4,5,1,4,20000,50000,2,1,4000,,600,1499.999756,800.0001221,700,4858.70166,20000.00391,1200,6588330,14111,0.999975001,0.99999975,0.00025
0,3,4,5,1,23000,60000,,2,2000,0,100,24.99999809,149.9999695,0,1000.000061,0,280,159903,50600,2.99970003,1.49999925,40000
3,1,1,1,4,100000,5000,2,2,1500,100,100,149.9999695,149.9999695,70.00001526,4999.999512,0,100,640800,45700,0.24999375,0.666666222,10000
0,3,5,,1,500000,500000,2,2,5000,2000,,4999.999512,1000.000061,1000.000061,2311.82373,400000.0313,1500,9142730,294800,2.99970003,0.59999988,1.25E-05
0,4,3,1,4,20000,50000,2,2,500,500,150,0,99.99999237,0,1000.000061,0,50,434300,52800,0.999975001,7.999984,30000
3,3,4,1,3,1200000,800000,2,2,7000,2000,2900,1999.999878,1000.000061,2999.999023,10000.00293,0,,20000000,3729524,0.999966668,0.428571367,40000
1,3,4,1,4,250000,180000,2,2,2500,2000,120,8000.000488,280.0000305,99.99999237,11999.99707,7499.999023,250,3838321.5,266381,0.74998125,1.19999952,0.000533333
0,4,3,1,4,200000,200000,2,2,8000,1500,200,1000.000061,399.9999695,300.0000305,20000.00391,4999.999512,1000,2645555.25,114000,0.999975001,0.499999938,0.0006
0,3,3,1,8,100000,50000,2,2,5000,2000,200,399.9999695,300.0000305,1000.000061,1999.999878,0,150,645000,196614,0.374995313,0.59999988,30000
1,3,4,1,2,25000,40000,2,2,2000,1000,400,99.99999237,99.99999237,300.0000305,4000.001953,4999.999512,500,705620,53780,1.499925004,1.49999925,0.0008
0,4,2,1,3,40000,20000,2,2,800,800,50,29.99999809,99.99999237,80.00000763,1000.000061,0,41,126000,11116,1.33328889,4.99999375,20000
3,3,2,1,2,4000,5000,2,1,1000,100,100,50,149.9999695,50,1000.000061,0,150,358100,93600,1.499925004,2.999997,20000
2,4,3,1,2,150000,130000,2,1,2000,1000,200,0,99.99999237,199.9999542,5999.999512,4999.999512,60,500000,38087,1.999900005,1.999999,0.0006
3,2,1,2,10,100000,20000,1,2,6000,6000,100,1999.999878,399.9999695,599.999939,1999.999878,10000.00293,300,1691700,303067,0.199998,0.333333278,1.00E-04
2,3,3,1,6,12000,20000,2,2,1000,500,40,59.99998856,90,8,1000.000061,179.9999542,112,248100,13300,0.499991667,2.999997,0.016666662
0,3,3,1,4,10000,50000,2,2,900,600,250,120.0000153,99.99999237,99.99999237,2999.999023,1000.000061,80,312868,-16878,0.74998125,3.33332963,0.003
0,4,3,1,3,100000,70000,2,2,1800,650,200,99.99999237,99.99999237,99.99999237,1999.999878,549.999939,100,461857,141123,1.33328889,2.222220988,0.005454545
0,2,3,2,,,20000,2,2,1000,450,100,0,199.9999542,149.9999695,1000.000061,10000.00293,125,356404.375,67700,20000,1.999998,0.0003
0,4,5,5,1,100000,20000,,2,1250,0,150,199.9999542,99.99999237,0,1499.999756,0,200,292000,6155,3.99960004,3.19999744,50000
0,5,4,1,1,100,10000,2,2,3500,0,100,50,50,99.99999237,2999.999023,0,600,273100,32830,4.99950005,1.42857102,40000
4,1,1,1,4,10000,20000,1,2,3000,300,100,599.999939,199.9999542,155.0000305,4999.999512,0,450,169516.3125,105400,0.24999375,0.333333222,10000
0,4,3,5,0,,10000,,2,5000,2000,200,0,399.9999695,149.9999695,3245.44458,0,500,1655436.75,169692,40000,0.79999984,30000
4,3,3,1,6,50000,40000,2,2,3000,800,3000,1299.999878,500.0000305,199.9999542,8000.000488,0,700,2218092,305900,0.499991667,0.999999667,30000
0,4,4,1,3,5000,30000,2,2,3000,0,200,99.99999237,199.9999542,80.00000763,4000.001953,1999.999878,700,77100,621,1.33328889,1.333332889,0.002
0,4,3,1,2,60000,30000,2,2,2000,300,50,99.99999237,199.9999542,0,1999.999878,0,100,385500,74850,1.999900005,1.999999,30000
2,1,3,1,3,20000,20000,2,2,1500,500,50,80.00000763,199.9999542,199.9999542,1999.999878,1999.999878,150,797991.875,132160,0.333322223,0.666666222,0.0015
4,2,2,1,4,100000,50000,2,2,2000,200,100,599.999939,99.99999237,99.99999237,1499.999756,1499.999756,250,1024981.875,79120,0.4999875,0.9999995,0.001333333
2,4,3,1,3,20000,50000,2,1,1200,500,250,399.9999695,120.0000153,120.0000153,1499.999756,0,300,593600,68360,1.33328889,3.333330556,30000
2,3,5,1,3,25000,550000,2,2,2500,1500,250,2499.999512,300.0000305,580.000061,1999.999878,5999.999512,500,1462357.5,142280,0.999966668,1.19999952,0.000833333
4,2,3,2,5,100000,50000,2,2,3000,1000,2000,800.0001221,300.0000305,34.00000381,10000.00293,1999.999878,500,790000,73780,0.399992,0.666666444,0.0015
2,2,5,,2,5000,25000,2,2,550,350,1000,1000.000061,300.0000305,99.99999237,2999.999023,4999.999512,250,1440104.75,171000,0.999950002,3.636357025,0.001
0,1,1,1,3,1500,5000,2,2,2000,0,100,2999.999023,120.0000153,80.00000763,1999.999878,500.0000305,150,75250,93300,0.333322223,0.49999975,0.001999999
1,3,3,1,4,10000,50000,1,2,2000,1000,200,500.0000305,179.9999542,84,1999.999878,1299.999878,500,656116.1875,87060,0.74998125,1.49999925,0.002307692
0,5,4,5,3,,25000,,2,,0,,450,99.99999237,99.99999237,14.17305374,1000.000061,200,265695.8438,37574,1.666611113,5000000,0.003999999
0,5,5,,1,0,30000,2,2,500,0,10,0,59.99998856,0,0,0,50,220029.8438,28690,4.99950005,9.99998,50000
0,5,5,5,0,3500,10000,,2,1000,0,100,0,70.00001526,18,28.62631035,0,35,123000,1480,50000,4.999995,50000
2,4,4,1,3,15000,75000,2,1,2500,1500,350,500.0000305,149.9999695,1946.000366,1000.000061,2699.999512,550,1041651.313,191568,1.33328889,1.59999936,0.001481482
0,3,5,1,4,200000,200000,2,2,2000,500,50,59.99998856,199.9999542,0,1499.999756,0,450,1883730,29011,0.74998125,1.49999925,50000
0,5,5,,,,25000,2,2,2000,5,100,99.99999237,50,0,500.0000305,0,200,327200,36754,50000,2.49999875,50000
0,4,5,5,3,50000,50000,,2,2000,0,100,199.9999542,29.99999809,20.00000191,269.7928467,0,500,1127024.625,23800,1.33328889,1.999999,50000
0,4,4,5,3,130000,100000,,2,1000,0,79,50,1000.000061,82.99998474,500.0000305,0,250,1324000,34040,1.33328889,3.999996,40000
0,5,5,5,6,200000,30000,,2,1300,300,600,149.9999695,133.0000305,24.99999809,199.9999542,0,135,935844.0625,122734,0.833319445,3.846150888,50000
0,5,5,5,0,8000,10000,,2,3000,0,50,159.0768585,120.0000153,41.00000381,500.0000305,0,66,141720,12916,50000,1.666666111,50000
0,5,5,5,3,30000,20000,,2,1200,600,100,65.00000763,199.9999542,16,199.9999542,0,40,267505.7813,-367,1.666611113,4.166663194,50000
0,3,6,5,2,20000,10000,,2,1000,0,150,199.9999542,99.99999237,179.9999542,1000.000061,0,120,521500,22256,1.499925004,2.999997,60000
